,Quizzes
466,078100020950084001300690000690300070000720856000010004710050060064900205002000080
467,302007500000049700400800069070002830500080600800300001930605014001230050000090007
468,300005078102090004000310000001009040406070530005860002000600900020000087704200051
469,009800704100500600030007090502708030081050006640123050000240300900601800005009020
470,005630028801000040430010009040085900000002004080107036107000503320800607000090000
471,001040506630000000090053120027008000080035470403200900000002081500987300060300005
472,705093100210000809830000000500008903180075004064010700000240005090037006002600470
473,002500001370001504810006030100407000580039706097008020000000060069000340430080905
474,000012803000508000010760540063000001840029700052401006007300650420000090090005170
475,500100000920003806004007300001608024040002609700090050070085040203406081009030000
476,560030920031200004704900800406010000010500280000003007600708030053109060090000508
477,510840070080020601037005000908000045020300000300069007004908030056400008000050200
478,695100042300005170000080006980073200010094050004260000007020068263000001000000300
479,070002004020800610000090700009500800081300260206010300160970030430000056502004080
480,080000006900400350507000280010928000740051002000703600003007840024039001609010000
481,502408070700030001049020005120085300090740050007000062006001830000070029080090000
482,940605003003000080601740200007000094000006501100209700800921600700800030029000005
483,000430602056010809902800003500000000610025004080307090400090176700241000009008000
484,900000006000435700705020040100094380008300019004580020036100500001000062800070000
485,607040003040000009500038610960000040010400082030875100000020000190300507802569000
486,800650001007284030006000000010000509490005008000430062004020610300940000028300097
487,000009604400050702035000001801973000620800000009604500007000080083201907902500040
488,002810500090005200000600814050046000904200071020900003046020185530004090000070000
489,000700264020001005476090003005018600009300000100209830002035000803060042600104090
490,000107690900040570230605001050738000092010000308000760103080900620000045084002000
491,005078001400006200091500004000000340706004000800300720200109000060005030004280095
492,060780450000201000037090860050000608008034000094100200083509000020006100500007934
493,809005000040000087005100043490007100500003600020010395206308010070600002001409050
494,000800900930020056026030000002409310100063000080100005050000472097050160048210009
495,005000600718009020390014700130890506602350090000400002500020301240037080080000000
496,006970504010060070000084600800105400032000100007400089905803000300000251640200800
497,907105600006720080500008740109400000200000100060030200008379005005000076041080003
498,003005008040279000620100047006040090510087023000600080400720000780001065369000000
499,030900504700500068000240001600070050010000820084050310390004000205010703008060000
500,005700001000830790806040000409003160010000350000270004054000200290050038007906400
501,000009800014070009038260100100006205406300000590800340000021560607000002000095078
502,004002000900050070781304500005090100090600023340180609000000008276008010030009204
503,702800060600104000340065090000970016000058200000001804270306008090200500031049007
504,000540310907010000000000068290800650571206080084000000402130009350007024000080030
505,600850019701903000000410003048000061500100472200009500059086000402000305870020000
506,000030670900102005047860002070508304005093006810000000096000040000001203501004980
507,030870009000100604045003080018090200000030157000050068059002471300006000781040000
508,820003000300006451000970800480790600013500009070604002040000000900012360706850010
509,000000090642090001790236080030769000120804300006000500085002160900040007007300004
510,400801006000906073008200500000000105859000020710030460604000000003025748070009031
511,480002900056008000902700804200981640000073002510200000060010000301005709840000530
512,380067500206480000400209000810392007630000002090040051007600090000001703500000608
513,027000030000450020306000194500294061930806000000500008010308040004027000290000700
514,009024000057001090320507000000030041504009807800000060700906053003080002010000406
515,309071005100030064058900000007094810000806300060020000230709040004005603706010002
516,050006001002705000004030800800000200206480030900601470000900300478010062603000054
517,600203479000106802030090005374602000050800706800000100002700000091040200060501084
518,054010308280000010000203070000000500009304067000090080060008740370046001508001092
